Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
8.417839097976684570e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.393999999999999773e+01,3.371999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.516922330856323242e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.375000000000000000e+01,3.295000000000000284e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.616011285781860352e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.396999999999999886e+01,3.463000000000000256e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.715034461021423340e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.452000000000000313e+01,3.429999999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.814058256149291992e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.464999999999999858e+01,3.410999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
8.913079643249511719e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.510000000000000142e+01,3.468999999999999773e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.012101960182189941e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.542000000000000171e+01,3.442999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.111218476295471191e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.610000000000000142e+01,3.471999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.210240674018859863e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.510000000000000142e+01,3.534000000000000341e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.309263014793395996e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.564999999999999858e+01,3.417999999999999972e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.408361029624938965e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.578000000000000114e+01,3.500999999999999801e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.507384157180786133e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.671000000000000085e+01,3.550000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.606446599960327148e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.628999999999999915e+01,3.534000000000000341e+01,2.300000000000000000e+01,2.300000000000000000e+01
